"my_id","follower_id","status"
"585","101","1"
"281","7","1"
"1251","7","1"
"93","7","1"
"285","7","1"
"1196","7","1"
"1252","7","1"
"1180","7","1"
"1124","720","1"
"700","7","1"
"72","7","1"
"259","7","1"
"421","7","1"
"1107","7","1"
"610","7","1"
"308","7","1"
"1062","7","1"
"82","909","1"
"1021","7","1"
"568","7","1"
"891","1028","1"
"902","7","1"
"2","7","1"
"390","7","1"
"921","148","1"
"1145","7","1"
"899","7","1"
"1255","327","1"
"306","7","1"
"711","101","1"
"1222","7","1"
"1242","7","1"
"637","7","1"
"679","7","1"
"1065","7","1"
"720","101","1"
"82","439","1"
"756","7","1"
"754","7","1"
"1028","7","1"
"158","7","1"
"1255","775","1"
"763","7","1"
"489","7","1"
"585","554","1"
"717","7","1"
"276","7","1"
"1242","266","1"
"137","775","1"
"224","7","1"
"921","101","1"
"82","554","1"
"1124","711","1"
"711","148","1"
"1242","1041","1"
"1255","1196","1"
"101","711","1"
"756","3","1"
"1242","1162","1"
"471","7","1"
"523","7","1"
"756","2","1"
"432","7","1"
"858","7","1"
"1199","7","1"
"455","7","1"
"1047","1269","1"
"359","7","1"
"82","651","1"
"413","7","1"
"509","47","1"
"82","901","1"
"252","7","1"
"101","1229","1"
"174","7","1"
"523","3","1"
"1294","7","1"
"82","900","1"
"200","411","1"
"1239","7","1"
"1225","266","1"
"720","711","1"
"802","7","1"
"143","1227","1"
"454","1112","1"
"413","148","1"
"168","7","1"
"373","899","1"
"775","327","1"
"711","720","1"
"887","1227","1"
"137","973","1"
"472","591","1"
"280","7","1"
"1196","775","1"
"1271","1075","1"
"887","1028","1"
"1242","637","1"
"1179","7","1"
"940","1201","1"
"1194","1028","1"
"1196","973","1"
"430","7","1"
"443","991","1"
"443","991","1"
"428","978","1"
"443","991","1"
"1196","1126","1"
"1242","50","1"
"1249","637","1"
"554","82","1"
"373","3","1"
"454","599","1"
"101","585","1"
"428","1036","1"
"306","101","1"
"73","7","1"
"143","637","1"
"1280","192","1"
"1274","637","1"
"61","1179","1"
"1242","1209","1"
"110","7","1"
"137","1126","1"
"407","7","1"
"1293","530","1"
"653","443","1"
"1051","991","1"
"1201","154","1"
"90","7","1"
"454","711","1"
"756","6","1"
"1209","7","1"
"306","1229","1"
"62","472","1"
"1293","200","1"
"137","914","1"
"756","9","1"
"329","7","1"
"308","634","1"
"1051","1139","1"
"308","294","1"
"1199","1230","1"
"756","1","1"
"472","1179","1"
"1199","1230","1"
"454","183","1"
"214","1227","1"
"1199","1230","1"
"631","7","1"
"523","11","1"
"428","642","1"
"82","637","1"
"306","711","1"
"756","20","1"
"82","50","1"
"120","7","1"
"1039","101","1"
"503","7","1"
"82","1274","1"
"102","1227","1"
"523","2","1"
"901","82","1"
"82","1271","1"
"720","585","1"
"1281","653","1"
"214","1028","1"
"901","453","1"
"82","1075","1"
"137","599","1"
"775","1036","1"
"102","585","1"
"82","7","1"
"649","7","1"
"637","1242","1"
"637","1249","1"
"1281","443","1"
"102","711","1"
"443","1179","1"
"1293","7","1"
"148","711","1"
"101","102","1"
"637","82","1"
"306","720","1"
"747","327","1"
"167","107","1"
"215","1209","1"
"637","143","1"
"101","1227","1"
"276","1179","1"
"1201","453","1"
"224","50","1"
"685","224","1"
"775","137","1"
"1282","1028","1"
"276","3","1"
"148","102","1"
"102","7","1"
"215","224","1"
"413","585","1"
"90","120","1"
"653","1281","1"
"224","637","1"
"775","1196","1"
"215","101","1"
"90","115","1"
"373","443","1"
"1039","148","1"
"443","1281","1"
"90","361","1"
"754","1007","1"
"143","139","1"
"148","1227","1"
"224","888","1"
"224","1209","1"
"895","50","1"
"1281","1051","1"
"911","359","1"
"306","585","1"
"224","1047","1"
"1134","7","1"
"637","224","1"
"631","200","1"
"90","428","1"
"167","101","1"
"637","1274","1"
"148","337","1"
"1209","224","1"
"306","1227","1"
"1209","215","1"
"472","509","1"
"443","653","1"
"148","400","1"
"1209","1242","1"
"224","1201","1"
"508","443","1"
"183","711","1"
"209","7","1"
"428","1249","1"
"775","224","1"
"1007","754","1"
"306","102","1"
"1007","754","1"
"472","1152","1"
"1041","1281","1"
"148","456","1"
"1047","224","1"
"508","1281","1"
"711","756","1"
"306","1039","1"
"336","7","1"
"1041","489","1"
"148","1039","1"
"472","1104","1"
"1051","1281","1"
"1297","7","1"
"1039","711","1"
"1041","1050","1"
"747","359","1"
"472","1102","1"
"428","717","1"
"1201","23","1"
"508","492","1"
"747","886","1"
"775","23","1"
"1201","1286","1"
"472","1105","1"
"413","101","1"
"1081","726","1"
"69","7","1"
"1286","23","1"
"472","857","1"
"57","148","1"
"902","23","1"
"413","57","1"
"833","7","1"
"57","101","1"
"148","57","1"
"472","352","1"
"1039","585","1"
"1201","224","1"
"711","1039","1"
"57","1039","1"
"508","1235","1"
"472","320","1"
"1081","192","1"
"57","102","1"
"1286","275","1"
"888","224","1"
"57","1227","1"
"895","711","1"
"1039","57","1"
"359","886","1"
"1075","82","1"
"1286","92","1"
"158","1281","1"
"888","7","1"
"1075","1271","1"
"492","7","1"
"167","7","1"
"455","775","1"
"101","306","1"
"455","1257","1"
"101","57","1"
"472","104","1"
"101","167","1"
"57","720","1"
"167","1179","1"
"1312","1229","1"
"267","101","1"
"1286","215","1"
"711","1227","1"
"82","1209","1"
"472","47","1"
"858","1281","1"
"1281","1041","1"
"224","775","1"
"82","942","1"
"1281","508","1"
"82","587","1"
"224","685","1"
"1281","858","1"
"224","215","1"
"754","472","1"
"775","1257","1"
"82","528","1"
"90","49","1"
"101","215","1"
"321","1179","1"
"1312","101","1"
"52","472","1"
"359","1128","1"
"472","52","1"
"275","7","1"
"215","1286","1"
"52","711","1"
"267","148","1"
"359","1041","1"
"352","23","1"
"413","850","1"
"52","1007","1"
"57","850","1"
"558","7","1"
"306","514","1"
"775","455","1"
"359","911","1"
"1271","82","1"
"1041","1201","1"
"359","747","1"
"1315","755","1"
"306","456","1"
"302","7","1"
"122","7","1"
"850","101","1"
"1081","1179","1"
"315","7","1"
"1281","1201","1"
"267","850","1"
"275","1286","1"
"259","23","1"
"631","1206","1"
"711","52","1"
"306","850","1"
"957","224","1"
"631","1271","1"
"108","304","1"
"1039","119","1"
"1257","775","1"
"113","288","1"
"850","148","1"
"1039","386","1"
"1325","1028","1"
"1039","299","1"
"113","287","1"
"113","4","1"
"1281","1243","1"
"711","306","1"
"850","267","1"
"1027","7","1"
"413","1201","1"
"1047","107","1"
"148","267","1"
"107","23","1"
"1039","3","1"
"711","895","1"
"850","1039","1"
"215","1235","1"
"1062","1243","1"
"259","631","1"
"302","439","1"
"1039","188","1"
"850","102","1"
"503","1209","1"
"509","472","1"
"850","1227","1"
"52","1179","1"
"637","1047","1"
"1039","1227","1"
"720","267","1"
"23","1201","1"
"23","775","1"
"101","267","1"
"23","1286","1"
"101","850","1"
"453","1201","1"
"413","453","1"
"1298","453","1"
"812","453","1"
"1039","1036","1"
"453","812","1"
"101","1039","1"
"1201","1281","1"
"23","107","1"
"509","514","1"
"1039","306","1"
"23","259","1"
"1010","957","1"
"1255","957","1"
"599","1047","1"
"213","957","1"
"1298","957","1"
"1333","1041","1"
"411","23","1"
"1325","1201","1"
"1010","213","1"
"411","200","1"
"599","137","1"
"720","850","1"
"82","726","1"
"1257","453","1"
"914","213","1"
"578","957","1"
"390","765","1"
"509","717","1"
"107","1047","1"
"1010","224","1"
"1044","7","1"
"1333","1243","1"
"957","1047","1"
"1312","113","1"
"390","453","1"
"1081","957","1"
"850","711","1"
"82","192","1"
"578","453","1"
"957","1010","1"
"961","925","1"
"1039","850","1"
"578","1305","1"
"213","1010","1"
"850","57","1"
"812","1179","1"
"957","213","1"
"455","1282","1"
"213","914","1"
"1281","1282","1"
"957","578","1"
"957","1081","1"
"925","1047","1"
"1081","101","1"
"350","7","1"
"1039","267","1"
"657","439","1"
"850","306","1"
"148","23","1"
"1325","1282","1"
"720","306","1"
"50","895","1"
"765","390","1"
"657","904","1"
"50","224","1"
"1282","1281","1"
"1092","825","1"
"50","1242","1"
"700","653","1"
"148","1286","1"
"1107","1282","1"
"756","711","1"
"685","453","1"
"472","213","1"
"1337","1041","1"
"439","755","1"
"685","101","1"
"711","850","1"
"213","308","1"
"50","82","1"
"685","1241","1"
"352","1179","1"
"1044","1326","1"
"352","308","1"
"552","1230","1"
"685","775","1"
"308","352","1"
"472","631","1"
"308","213","1"
"1334","426","1"
"754","1047","1"
"352","213","1"
"439","657","1"
"113","1312","1"
"472","1206","1"
"1282","158","1"
"578","213","1"
"1047","957","1"
"439","302","1"
"213","472","1"
"1298","1010","1"
"1282","1107","1"
"1296","1282","1"
"764","453","1"
"1281","1251","1"
"1251","228","1"
"337","475","1"
"1044","1047","1"
"1281","228","1"
"228","1251","1"
"762","1039","1"
"337","589","1"
"711","142","1"
"850","1229","1"
"1343","1243","1"
"1251","1281","1"
"711","55","1"
"352","957","1"
"892","1201","1"
"439","82","1"
"711","325","1"
"1298","1281","1"
"439","1007","1"
"711","362","1"
"1298","940","1"
"892","52","1"
"762","148","1"
"711","337","1"
"228","1281","1"
"138","892","1"
"892","754","1"
"711","400","1"
"1149","957","1"
"1201","1047","1"
"711","456","1"
"1312","267","1"
"101","1312","1"
"711","74","1"
"1312","850","1"
"115","747","1"
"1047","637","1"
"101","1081","1"
"1298","892","1"
"711","322","1"
"115","90","1"
"101","685","1"
"1047","1044","1"
"342","7","1"
"1047","1201","1"
"1312","711","1"
"352","914","1"
"267","1039","1"
"1047","754","1"
"509","57","1"
"439","964","1"
"1312","306","1"
"1047","925","1"
"1039","762","1"
"711","267","1"
"352","775","1"
"439","748","1"
"1312","148","1"
"685","1346","1"
"711","57","1"
"1201","1041","1"
"352","973","1"
"509","1152","1"
"503","957","1"
"1312","1039","1"
"685","1305","1"
"964","1346","1"
"711","1312","1"
"1201","148","1"
"267","1312","1"
"439","46","1"
"263","1183","1"
"352","1149","1"
"711","762","1"
"964","1305","1"
"1072","711","1"
"711","1201","1"
"1219","756","1"
"631","472","1"
"1201","1186","1"
"390","899","1"
"439","869","1"
"509","334","1"
"1346","1047","1"
"390","755","1"
"1092","50","1"
"509","7","1"
"352","1126","1"
"892","1305","1"
"957","352","1"
"957","1149","1"
"390","1272","1"
"390","1238","1"
"1041","1333","1"
"1356","250","1"
"631","1210","1"
"1308","1047","1"
"509","110","1"
"1041","1337","1"
"1346","964","1"
"552","1282","1"
"1346","685","1"
"850","1312","1"
"631","899","1"
"468","1275","1"
"1325","700","1"
"1312","57","1"
"685","1047","1"
"1092","711","1"
"1047","1346","1"
"57","1312","1"
"468","642","1"
"390","1075","1"
"711","1072","1"
"1047","1308","1"
"765","1047","1"
"1281","642","1"
"1149","352","1"
"1275","1047","1"
"1356","308","1"
"1047","685","1"
"711","1072","1"
"711","1072","1"
"509","299","1"
"642","1047","1"
"631","259","1"
"468","364","1"
"685","1337","1"
"509","1039","1"
"685","1041","1"
"791","1179","1"
"812","898","1"
"1081","7","1"
"775","1255","1"
"1047","765","1"
"509","1312","1"
"1047","1275","1"
"775","685","1"
"148","1312","1"
"1149","213","1"
"775","352","1"
"1282","455","1"
"1312","102","1"
"509","386","1"
"1232","1028","1"
"267","642","1"
"957","1346","1"
"1339","1201","1"
"411","250","1"
"509","196","1"
"1075","390","1"
"509","825","1"
"812","839","1"
"791","1047","1"
"1047","642","1"
"364","1047","1"
"214","213","1"
"1250","1214","1"
"509","101","1"
"1302","1305","1"
"1214","1047","1"
"957","1201","1"
"213","250","1"
"850","585","1"
"1346","957","1"
"752","138","1"
"752","138","1"
"509","111","1"
"263","1346","1"
"1255","1346","1"
"347","308","1"
"1214","752","1"
"1308","1337","1"
"1250","1308","1"
"1326","1047","1"
"1072","183","1"
"1250","1275","1"
"747","1033","1"
"347","1346","1"
"1343","138","1"
"509","312","1"
"775","1346","1"
"892","138","1"
"295","755","1"
"1007","52","1"
"825","642","1"
"1343","1201","1"
"1255","23","1"
"1299","1179","1"
"825","509","1"
"1346","775","1"
"1047","364","1"
"1308","1041","1"
"509","276","1"
"1039","1312","1"
"695","642","1"
"364","23","1"
"1343","1179","1"
"904","657","1"
"1155","1179","1"
"1072","599","1"
"1251","642","1"
"426","1334","1"
"1293","1179","1"
"101","509","1"
"1033","1306","1"
"695","1281","1"
"1072","102","1"
"1346","263","1"
"1308","1224","1"
"641","1346","1"
"1251","695","1"
"1047","1214","1"
"1072","822","1"
"695","228","1"
"45","7","1"
"281","619","1"
"1325","1179","1"
"347","23","1"
"364","7","1"
"1072","895","1"
"352","1361","1"
"695","1251","1"
"1072","196","1"
"1210","631","1"
"1072","196","1"
"892","752","1"
"1072","897","1"
"685","1251","1"
"148","850","1"
"641","1299","1"
"1072","597","1"
"752","892","1"
"509","320","1"
"752","1214","1"
"1072","597","1"
"752","1214","1"
"1361","23","1"
"1033","747","1"
"1072","316","1"
"1327","78","1"
"1291","139","1"
"685","695","1"
"1346","347","1"
"148","762","1"
"1182","1299","1"
"1201","1327","1"
"509","352","1"
"148","1201","1"
"1072","737","1"
"1361","347","1"
"509","439","1"
"1072","759","1"
"711","1047","1"
"167","82","1"
"1327","1201","1"
"216","635","1"
"216","635","1"
"509","1102","1"
"1201","892","1"
"167","514","1"
"641","1362","1"
"167","830","1"
"1043","650","1"
"1214","267","1"
"752","6","1"
"167","382","1"
"216","514","1"
"214","1362","1"
"1043","1144","1"
"1327","1362","1"
"364","1361","1"
"1361","1346","1"
"1353","1362","1"
"641","78","1"
"137","23","1"
"1344","57","1"
"1072","530","1"
"1235","1230","1"
"281","395","1"
"711","7","1"
"1214","1374","1"
"892","1374","1"
"978","426","1"
"711","3","1"
"711","9","1"
"711","1","1"
"509","640","1"
"711","11","1"
"232","711","1"
"68","23","1"
"711","17","1"
"509","622","1"
"1327","314","1"
"711","20","1"
"892","695","1"
"641","1327","1"
"509","642","1"
"1374","1214","1"
"711","23","1"
"1374","892","1"
"711","25","1"
"1072","232","1"
"1312","509","1"
"711","26","1"
"1047","711","1"
"1327","1374","1"
"1161","599","1"
"991","1327","1"
"228","695","1"
"906","232","1"
"1312","762","1"
"762","1104","1"
"668","762","1"
"991","1372","1"
"695","1047","1"
"1327","1372","1"
"1282","47","1"
"711","39","1"
"668","1104","1"
"1047","695","1"
"641","1201","1"
"711","8","1"
"1265","1047","1"
"1161","232","1"
"755","1162","1"
"711","121","1"
"711","191","1"
"1327","641","1"
"1380","1372","1"
"1214","754","1"
"711","334","1"
"1327","991","1"
"468","1372","1"
"1107","892","1"
"1214","52","1"
"1380","314","1"
"426","978","1"
"892","1047","1"
"468","1380","1"
"850","762","1"
"1380","1374","1"
"850","1104","1"
"1214","892","1"
"1314","1047","1"
"82","1047","1"
"1047","892","1"
"1214","138","1"
"1047","82","1"
"468","1119","1"
"641","314","1"
"1047","1314","1"
"1380","1201","1"
"1161","1374","1"
"314","1327","1"
"1047","1265","1"
"1327","1380","1"
"78","1327","1"
"78","641","1"
"509","209","1"
"1380","641","1"
"718","1075","1"
"509","362","1"
"260","23","1"
"1380","1299","1"
"1362","641","1"
"641","1372","1"
"509","161","1"
"754","47","1"
"314","641","1"
"1291","1306","1"
"1380","1308","1"
"1362","214","1"
"509","417","1"
"1393","1306","1"
"281","1056","1"
"1362","1327","1"
"641","1380","1"
"1161","183","1"
"892","1107","1"
"1362","1353","1"
"78","756","1"
"509","337","1"
"892","1214","1"
"509","676","1"
"1161","711","1"
"1348","50","1"
"314","1380","1"
"1374","1327","1"
"1374","1327","1"
"1374","1327","1"
"509","150","1"
"509","158","1"
"1374","1380","1"
"641","991","1"
"509","589","1"
"1348","1178","1"
"1072","906","1"
"1348","1137","1"
"641","1337","1"
"509","350","1"
"356","7","1"
"1314","1302","1"
"103","7","1"
"81","1119","1"
"755","390","1"
"711","1380","1"
"1314","3","1"
"1161","314","1"
"449","1327","1"
"439","1325","1"
"1327","711","1"
"1379","1314","1"
"1393","1033","1"
"641","711","1"
"711","78","1"
"82","472","1"
"1376","3","1"
"1393","755","1"
"23","1361","1"
"232","276","1"
"991","1051","1"
"1390","1380","1"
"700","1325","1"
"1161","1380","1"
"1327","449","1"
"286","173","1"
"991","439","1"
"1390","1372","1"
"232","1072","1"
"68","1047","1"
"286","568","1"
"869","1393","1"
"641","1230","1"
"869","1306","1"
"1314","1379","1"
"755","1393","1"
"869","1033","1"
"1047","68","1"
"711","164","1"
"869","755","1"
"869","800","1"
"1390","1327","1"
"910","1179","1"
"1327","1299","1"
"641","1177","1"
"869","154","1"
"1340","1327","1"
"112","101","1"
"1282","1325","1"
"101","1391","1"
"1327","1346","1"
"641","756","1"
"1107","1372","1"
"1327","1308","1"
"1107","314","1"
"335","101","1"
"1390","101","1"
"1325","650","1"
"641","1041","1"
"1325","439","1"
"991","641","1"
"1340","711","1"
"81","1318","1"
"641","215","1"
"1327","1337","1"
"1327","1337","1"
"1229","1047","1"
"281","101","1"
"468","47","1"
"991","1302","1"
"657","711","1"
"1327","756","1"
"449","752","1"
"1107","1308","1"
"641","573","1"
"81","504","1"
"1327","1177","1"
"81","306","1"
"305","68","1"
"1107","641","1"
"1047","1229","1"
"1400","1361","1"
"1107","1327","1"
"449","892","1"
"657","101","1"
"1107","1201","1"
"1370","396","1"
"281","1318","1"
"869","1361","1"
"1400","23","1"
"1370","426","1"
"352","47","1"
"1302","991","1"
"183","568","1"
"1041","685","1"
"850","1391","1"
"1041","1308","1"
"1400","347","1"
"1400","347","1"
"1327","1041","1"
"1201","436","1"
"1041","641","1"
"1306","1393","1"
"396","1370","1"
"1041","1327","1"
"850","112","1"
"1400","1346","1"
"81","1029","1"
"449","1325","1"
"1327","1224","1"
"81","436","1"
"468","1029","1"
"1400","308","1"
"1325","991","1"
"1327","653","1"
"1325","1302","1"
"1302","1325","1"
"657","1308","1"
"468","1325","1"
"1325","1119","1"
"1400","213","1"
"1325","1029","1"
"1019","3","1"
"1327","1235","1"
"1400","957","1"
"1029","449","1"
"468","711","1"
"1029","81","1"
"1029","468","1"
"1029","1325","1"
"1400","914","1"
"468","991","1"
"112","711","1"
"1306","214","1"
"1400","775","1"
"1327","436","1"
"1400","973","1"
"112","1391","1"
"1327","1107","1"
"468","1227","1"
"1400","1149","1"
"68","1201","1"
"183","1072","1"
"1400","327","1"
"101","112","1"
"991","1325","1"
"892","449","1"
"1214","711","1"
"46","138","1"
"991","892","1"
"112","1104","1"
"112","762","1"
"1189","1325","1"
"577","447","1"
"1019","711","1"
"364","232","1"
"737","1047","1"
"112","1312","1"
"711","1325","1"
"276","47","1"
"112","267","1"
"817","711","1"
"352","1325","1"
"753","57","1"
"23","1399","1"
"1255","1047","1"
"753","619","1"
"1325","1243","1"
"640","509","1"
"1325","1343","1"
"753","1344","1"
"46","1399","1"
"1325","711","1"
"1399","23","1"
"158","1399","1"
"112","148","1"
"1325","1280","1"
"1399","158","1"
"1255","436","1"
"1379","1047","1"
"240","1302","1"
"112","306","1"
"1399","46","1"
"892","991","1"
"668","112","1"
"276","316","1"
"1318","81","1"
"1318","281","1"
"817","371","1"
"850","371","1"
"711","1327","1"
"1411","711","1"
"825","1399","1"
"371","817","1"
"817","112","1"
"112","371","1"
"69","1047","1"
"668","817","1"
"711","641","1"
"817","1391","1"
"112","817","1"
"711","436","1"
"288","7","1"
"1399","1411","1"
"619","281","1"
"1306","755","1"
"1399","711","1"
"1204","1370","1"
"122","1047","1"
"619","753","1"
"817","101","1"
"1128","619","1"
"314","1107","1"
"1041","619","1"
"1399","220","1"
"619","892","1"
"903","1047","1"
"1041","892","1"
"755","869","1"
"1128","892","1"
"93","892","1"
"637","619","1"
"1128","1399","1"
"93","619","1"
"107","892","1"
"637","892","1"
"93","78","1"
"755","1306","1"
"679","1399","1"
"1128","436","1"
"867","892","1"
"1024","892","1"
"619","1128","1"
"711","1399","1"
"95","619","1"
"668","711","1"
"892","619","1"
"619","1041","1"
"711","1411","1"
"668","711","1"
"619","637","1"
"892","1041","1"
"619","93","1"
"892","867","1"
"711","817","1"
"619","95","1"
"577","1041","1"
"892","637","1"
"711","232","1"
"892","107","1"
"1024","619","1"
"81","47","1"
"657","619","1"
"892","1128","1"
"93","991","1"
"650","1043","1"
"892","93","1"
"657","78","1"
"650","1325","1"
"619","991","1"
"577","892","1"
"1418","214","1"
"148","112","1"
"1104","472","1"
"568","220","1"
"1343","1325","1"
"1104","762","1"
"152","892","1"
"892","577","1"
"577","991","1"
"1104","112","1"
"892","152","1"
"1412","620","1"
"1422","93","1"
"271","1179","1"
"1413","314","1"
"1422","991","1"
"1390","892","1"
"1422","892","1"
"271","1178","1"
"1422","619","1"
"545","93","1"
"271","7","1"
"270","1168","1"
"1422","371","1"
"1422","101","1"
"52","901","1"
"52","764","1"
"52","964","1"
"1422","1372","1"
"1168","270","1"
"52","568","1"
"619","657","1"
"52","892","1"
"1390","3","1"
"650","695","1"
"1168","280","1"
"1168","475","1"
"1168","481","1"
"183","577","1"
"270","577","1"
"1306","1047","1"
"1343","1399","1"
"547","7","1"
"578","382","1"
"578","382","1"
"1428","577","1"
"620","674","1"
"620","1412","1"
"752","449","1"
"1418","1344","1"
"577","183","1"
"481","1138","1"
"650","568","1"
"962","1399","1"
"577","270","1"
"864","1138","1"
"577","1428","1"
"270","863","1"
"1418","57","1"
"1393","1047","1"
"138","752","1"
"867","1390","1"
"138","1343","1"
"138","1214","1"
"138","46","1"
"650","1412","1"
"1390","867","1"
"545","421","1"
"991","577","1"
"314","1413","1"
"991","619","1"
"481","964","1"
"977","1179","1"
"481","312","1"
"1390","1339","1"
"481","802","1"
"481","1168","1"
"1339","1390","1"
"1422","1339","1"
"312","138","1"
"946","892","1"
"270","715","1"
"120","619","1"
"312","261","1"
"892","1390","1"
"892","946","1"
"1075","718","1"
"371","112","1"
"339","153","1"
"339","514","1"
"1161","619","1"
"1186","1390","1"
"261","1050","1"
"1275","1250","1"
"1051","653","1"
"261","312","1"
"1275","468","1"
"867","619","1"
"1149","1179","1"
"619","120","1"
"702","892","1"
"702","711","1"
"702","619","1"
"946","1339","1"
"548","1339","1"
"220","568","1"
"619","867","1"
"220","1399","1"
"220","172","1"
"220","1037","1"
"220","189","1"
"1138","481","1"
"1138","864","1"
"946","220","1"
"1429","1160","1"
"155","817","1"
"155","371","1"
"155","112","1"
"155","1391","1"
"946","1390","1"
"946","1227","1"
"244","588","1"
"946","1325","1"
"946","1282","1"
"1440","363","1"
"1440","1237","1"
"1160","1429","1"
"746","1137","1"
"1183","1399","1"
"1339","946","1"
"1440","577","1"
"1440","261","1"
"1440","271","1"
"1440","1104","1"
"1041","577","1"
"1432","1434","1"
"946","1302","1"
"1432","152","1"
"946","991","1"
"1432","577","1"
"1432","220","1"
"1432","991","1"
"1414","1047","1"
"405","1229","1"
"316","1043","1"
"316","711","1"
"316","1183","1"
"405","711","1"
"383","1291","1"
"316","1183","1"
"946","1160","1"
"1429","1152","1"
"946","1291","1"
"405","720","1"
"1414","1160","1"
"316","1072","1"
"946","1414","1"
"316","276","1"
"1062","1160","1"
"405","101","1"
"1414","715","1"
"1429","1235","1"
"946","1428","1"
"1440","1361","1"
"850","383","1"
"946","1439","1"
"1252","1047","1"
"806","1435","1"
"850","971","1"
"1440","1439","1"
"1440","1160","1"
"850","1428","1"
"1440","383","1"
"1161","1327","1"
"1249","428","1"
"1440","1291","1"
"850","1138","1"
"1429","1047","1"
"850","568","1"
"850","1412","1"
"850","577","1"
"405","148","1"
"529","1434","1"
"850","1394","1"
"850","1255","1"
"148","405","1"
"850","1047","1"
"257","817","1"
"850","1318","1"
"1386","7","1"
"405","57","1"
"257","711","1"
"850","892","1"
"405","1312","1"
"148","257","1"
"257","101","1"
"850","1280","1"
"835","1411","1"
"1370","1429","1"
"587","220","1"
"383","1047","1"
"850","257","1"
"405","267","1"
"587","82","1"
"1047","1286","1"
"1286","1047","1"
"835","991","1"
"1047","383","1"
"1047","1429","1"
"1047","1414","1"
"1449","93","1"
"1047","1255","1"
"1047","1379","1"
"1047","1393","1"
"257","1455","1"
"1047","1306","1"
"1462","142","1"
"1449","1237","1"
"891","1399","1"
"457","152","1"
"1047","903","1"
"1047","69","1"
"1449","892","1"
"257","1047","1"
"1449","101","1"
"1449","711","1"
"1443","359","1"
"1468","3","1"
"1047","257","1"
"1368","1047","1"
"861","1429","1"
"1442","1047","1"
"1416","1047","1"
"1339","1343","1"
"1449","1362","1"
"1047","1416","1"
"1339","1399","1"
"1435","806","1"
"46","1237","1"
"266","436","1"
"1047","1368","1"
"1333","47","1"
"1149","1400","1"
"514","257","1"
"767","1453","1"
"1428","946","1"
"1463","1416","1"
"93","1368","1"
"486","453","1"
"1429","1370","1"
"1429","861","1"
"1473","251","1"
"1455","257","1"
"1473","142","1"
"1033","1047","1"
"1473","148","1"
"1429","1033","1"
"1033","1429","1"
"1280","1325","1"
"1473","47","1"
"752","1128","1"
"1368","93","1"
"1337","1327","1"
"1463","1047","1"
"1337","641","1"
"107","7","1"
"1312","112","1"
"1339","47","1"
"1312","405","1"
"545","637","1"
"261","1075","1"
"545","119","1"
"281","112","1"
"1047","1033","1"
"641","113","1"
"802","1145","1"
"869","1429","1"
"1455","1047","1"
"1127","1441","1"
"301","768","1"
"641","1368","1"
"144","7","1"
"107","168","1"
"867","47","1"
"107","167","1"
"1218","1145","1"
"1429","869","1"
"379","1047","1"
"1427","1075","1"
"379","1306","1"
"1406","1429","1"
"1168","1047","1"
"1145","1047","1"
"548","1306","1"
"93","1047","1"
"281","148","1"
"113","1047","1"
"1047","1168","1"
"1047","93","1"
"1047","113","1"
"1047","1145","1"
"354","117","1"
"1047","379","1"
"1047","1455","1"
"1455","1386","1"
"605","1386","1"
"486","957","1"
"1455","113","1"
"1366","1429","1"
"1075","261","1"
"1075","1427","1"
"152","457","1"
"1339","1453","1"
"152","1432","1"
"1463","1386","1"
"886","1339","1"
"711","1333","1"
"261","1339","1"
"1477","1327","1"
"1339","886","1"
"1047","737","1"
"1368","641","1"
"413","910","1"
"1012","1047","1"
"413","910","1"
"413","806","1"
"1047","1012","1"
"1333","711","1"
"1339","1047","1"
"413","1194","1"
"727","1339","1"
"1333","1339","1"
"413","306","1"
"545","711","1"
"113","1455","1"
"413","1039","1"
"113","641","1"
"316","7","1"
"1491","1047","1"
"1270","1047","1"
"1483","1203","1"
"312","1466","1"
"241","1443","1"
"1491","1270","1"
"206","244","1"
"1047","1270","1"
"1491","140","1"
"1047","1491","1"
"741","1047","1"
"577","1047","1"
"1047","1339","1"
"1483","1075","1"
"184","1453","1"
"1047","577","1"
"1396","1047","1"
"1483","1435","1"
"1047","1396","1"
"1483","1399","1"
"1491","1339","1"
"1427","991","1"
"1427","991","1"
"413","812","1"
"1491","1403","1"
"1370","1179","1"
"1370","1179","1"
"1491","890","1"
"890","1047","1"
"752","1339","1"
"752","1339","1"
"1047","890","1"
"1491","591","1"
"890","956","1"
"890","1491","1"
"184","396","1"
"1047","1349","1"
"1349","1047","1"
"503","101","1"
"890","353","1"
"353","1047","1"
"1480","1466","1"
"890","591","1"
"890","1270","1"
"1480","991","1"
"752","577","1"
"244","1047","1"
"1047","1451","1"
"1218","23","1"
"1441","1047","1"
"1491","353","1"
"591","711","1"
"183","529","1"
"591","554","1"
"1047","244","1"
"1491","244","1"
"591","1155","1"
"591","62","1"
"1218","892","1"
"1397","353","1"
"591","472","1"
"591","1491","1"
"1466","312","1"
"591","890","1"
"244","206","1"
"244","1491","1"
"1339","1333","1"
"353","1491","1"
"113","286","1"
"1397","286","1"
"353","890","1"
"1429","1406","1"
"1396","991","1"
"1403","1047","1"
"286","1047","1"
"1143","1047","1"
"1403","1491","1"
"1218","152","1"
"1519","1332","1"
"140","1047","1"
"140","1047","1"
"1206","7","1"
"591","1047","1"
"1047","353","1"
"1384","768","1"
