"post_id","user_id","ratings"
"986","4","5"
"986","4","5"
"985","4","5"
"985","1","5"
"992","2","5"
"355","1","5"
"353","1","5"
"996","1","5"
"992","9","5"
"992","9","5"
"992","9","5"
"992","2","5"
"993","34","5"
"993","34","5"
"996","3","5"
"996","3","5"
"998","9","5"
"998","3","5"
"995","3","5"
"993","4","5"
"983","4","5"
"983","4","5"
"985","2","5"
"985","2","5"
"999","1","5"
"1007","3","5"
"998","2","5"
"999","4","5"
"998","4","5"
