id,user_id,title,content,tags,slug,created_at,updated_at,image,status_id,action,post_id
122,2198,LEARNING SO FAR,"**What have learnt so far:**

Since the inception of the program, one platform that have helped so far was the introduction of cloudinary. For me that as been the concept i learnt of so far.

**Wish to learn:**

I really wish to learn all the concept that entails the production and operation of software.

**What need to be improved:**

I felt the mentor should as a matter of fact, find a better way of making these lessons work out for good.",,learning-so-far-c38,8/26/2019 10:09,8/28/2019 12:30,,,,
123,2191,What you wish should be improved,1.  For now am OK with the setting,,what-you-wish-should-be-improved-dbb,8/26/2019 10:17,8/28/2019 12:30,,,,
124,2112,THE JOURNEY CONTINUES,"<h1><strong>DIVING INTO THE WORLD OF HTML</strong></h1>
<p>Never new until recently the hallowed meaning of each of the meaningful letters of the concept &quot;HTML&quot; (or in programming jargon -- Programming language) means &quot;<strong>Hypertext Markup Language</strong>&quot;...",,the-journey-continues-ad0,8/26/2019 10:29,8/28/2019 12:30,psalmuel4praiz/images/img-euxcefwwop.jpeg,,,
125,2112,DIVING INTO THE WORLD OF HTML,<p>Never new until recently the hallowed meaning of each of the meaningful letters of the concept &quot;HTML&quot; (or in programming jargon -- Programming language) means &quot;<strong>Hypertext Markup Language</strong>&quot;...,,diving-into-the-world-of-html-07c,8/26/2019 10:29,8/28/2019 12:30,psalmuel4praiz/images/img-rfykij6v33.jpeg,,,
126,2112,JOURNEY SO FAR AT HNG INTERNSHIP,"<p>So my odyssey through the <strong>HNG internship</strong> is still infantile in age but BOY! It has been a roller-coaster ride.</p>
<p>The things to-do, what to take note of having to always have my hears close to the hub of seemingly endless flow of information...",,journey-so-far-at-hng-internship-443,8/26/2019 10:29,8/28/2019 12:30,,,,
127,1653,Second Challenge html_CV 2,"<p><img src=""/storage/segun.ekoh/images/img-fu0uaov1eu.png"" alt="""" /></p>",,second-challenge-html-cv-2-31f,8/26/2019 11:06,8/28/2019 12:30,segun.ekoh/images/img-fu0uaov1eu.png,,,
128,1653,What I Learnt from the second challenge,"<p>The second challenge involved creating my CV using html only. <img src=""/storage/segun.ekoh/images/img-do4embvhgi.png"" alt="""" /></p>",My html CV_1,what-i-learnt-from-the-second-challenge-4f3,8/26/2019 11:06,8/28/2019 12:30,segun.ekoh/images/img-do4embvhgi.png,,,
129,1653,Overcome Your Fears,<p>Let your desire for success be greater than your fears of failure.</p>,,overcome-your-fears-f68,8/26/2019 11:06,8/28/2019 12:30,,,,
130,723,Hng Internship CV to Html Task,<p> 😜Yea thats what I have been able to with HTML so far so good🙄. It was hectic making this page wow l even learnt how to host an HTML page on GitHub. I have really learnt a lot from the Hng Internship...,,hng-internship-cv-to-html-task-6ef,8/26/2019 11:15,8/28/2019 12:30,okpakomoses18v/images/img-t4zqvwugxv.png,,,
131,723,Thoughts on the Hng Internship,"<p>The Hng internship so far has been great for me. The Hng program utilizes slack to pass around information , I am used to slack but a lot of people aren't. Also the teachers there are brilliant but i feel slack might not be the right tool to use...",,thoughts-on-the-hng-internship-69b,8/26/2019 11:15,8/28/2019 12:30,,,,
132,723,Notes on the HNG internship,"<p>The Hng internship so far has been great for me and my friends, I am on the Google Alc program 4.0. The Hng program utilizes slack to pass around information , I am used to slack but a lot of people aren't...",,notes-on-the-hng-internship-1e1,8/26/2019 11:15,8/28/2019 12:30,,,,
133,1886,HTML short practice,"Many thanks to the instructors at HNG internship

So far i have cone to understand some basics in HTML...let me take you through briefly.

...

First things first, what's HTML.

Hypertext Markup Language. (html) is an essential part of website development.

**_Basically Html +CSS = website_**_._

Html makes up the basics structure of a webpage and its makes specially programming tools in its execution. This includes elements, tags, attributes etc. All this tools work and in hand e.g an element (heading or paragraph) must be accompanied by a opening and closing tag (<, >)

**Elements:** common elements include heading and paragraph. Their are symbolized with d h and p respectively. Headings range from h1 to h6.

**Tag**: tags are used to give an element meaning when writing codes. Meaning an element MUST have an opening an a closing tag e.g a heading will appear <h> and </h> for opening and closing tags respectively while a paragraph will also be written in similar forms.

I have learnt several other ways of using the html and i am gradually mastering the tool( one step at a time though time as not been friendly). Here is a sample of my work, its just a simple aspect and still in progress. I will show you as it grows.

  

![](/storage/1886/images/img-469h8orn9x.png)",,html-short-practice-d5d,8/26/2019 12:20,8/28/2019 12:30,1,,,
134,2201,My Coding Life,"### **I am a**

**Solomon Eyitene**
===================

  

I am a Graphic Designer and I am a Frontend Developer who is seeking to learn more to improve on my exisiting knowledge currently.

I began learning about web development properly in 2016 but have a poor foundations and delays.

Currently I have studied a lot in Web development and I know for sure that I have a good ground to stand on when it comes to web development.

  

**MY SKIILS**

During all my time studying I have learnt a few things in web development such as

*   HTML5
*   CSS and CSS3
*   CSS Transitions and Animation( though still learning it)
*   SASS ( I encountered SASS but recently and just the basic)
*   Bootstrap 4
*   JavaScript (Amateur)
*   JQuery (Amateur )

  

**MY WISH**

I wish I could learn a whole lot on Javascript and javascript framework such as vue.Js to improve on my frontend development skills and take me to a new level. I am opened to learning about Javascript(ES6) and become experienced in it.

  

I would love to improve my CSS into an advanced level and UI designing also( prototyping, wireframes, etc) as well as my Javascript.

  

I am happy I got to join startNg internship program which will help me improve on this skiils on a whole new level.

**I believe this is the start of a wonderful beginning**",,my-coding-life-c9e,8/26/2019 12:29,8/28/2019 12:30,,,,
135,1743,My First HTML project with Start.ng,"<p>I've been learning HTML for a couple of months now but I've never built something with it. Infact, I never thought it would be possible to build something with HTML alone without CSS and JavaScript...",,my-first-html-project-with-startng-fe2,8/26/2019 12:29,8/28/2019 12:30,kemierichard/images/img-jaqx3h3511.png,,,
136,1743,My First HTML project with Start.ng,"<p>I've been learning HTML for a couple of months now but I've never built something with it. Infact, I never thought it would be possible to build something with HTML alone without CSS and JavaScript...",,my-first-html-project-with-startng-fe2,8/26/2019 12:29,8/28/2019 12:30,kemierichard/images/img-yg14leo4ca.png,,,
137,1743,HNG PRE-INTERNSHIP/ START.NG,"<p><strong>What I've Learn so far</strong></p>
<p>Just a few days into the program, I have learnt a few new things. I have gotten more familiar with the use of Slack which used to be quite difficult for me to understand how it works...",,hng-pre-internship-startng-97a,8/26/2019 12:29,8/28/2019 12:30,,,,
138,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-xhkrsv0f7q.png)![](/storage/620/images/img-736vqyin69.png)![](/storage/620/images/img-153h1cyi74.png)",,task-2-86e,8/26/2019 12:35,8/28/2019 12:30,1,,,
139,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-n6eqr2ti81.png)![](/storage/620/images/img-lme9ekual5.png)![](/storage/620/images/img-a00o57odu5.png)",,task-2-86e,8/26/2019 12:35,8/28/2019 12:30,1,,,
140,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-teurfs48st.png)![](/storage/620/images/img-txmx92e3ft.png)![](/storage/620/images/img-81z543ic4s.png)",,task-2-86e,8/26/2019 12:36,8/28/2019 12:30,1,,,
141,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-tqahyql6n1.png)![](/storage/620/images/img-rklqj3hj6q.png)![](/storage/620/images/img-8icxg4vnb0.png)",,task-2-86e,8/26/2019 12:36,8/28/2019 12:30,1,,,
142,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-4owda8f8bn.png)![](/storage/620/images/img-p19rkv8su3.png)![](/storage/620/images/img-0c0phdoew7.png)",,task-2-86e,8/26/2019 12:36,8/28/2019 12:30,1,,,
143,620,task 2,"The very first day I started the free online class with StartNg, I learnt the basics of HTML. At first, I thought it was so hard but as the class went on, I discovered that it was a gradual process which can be understood by practising. The name of the mentor that taught us HTML basics was Patrick Ezekien with the username SkylarNG89. His class was way explanatory, I guess he is a professional lecturer. He taught us how to create a simple html page, how to insert tables and so many other things.

 I was a total dummy in programming, to confirm I understood the class on html basics take a look at the screenshots below.![](/storage/620/images/img-e1cxnvnn2z.png)![](/storage/620/images/img-i65kde0xf3.png)![](/storage/620/images/img-7sbu4qhjew.png)",,task-2-86e,8/26/2019 12:37,8/28/2019 12:30,1,,,
144,834,Life,<p>Live it to the full extent</p>,,life-8ad,8/26/2019 13:16,8/28/2019 12:30,,,,
145,2205,My Start.Ng Experience,"Start,ng has been amazing so far, it has given me a platform to learn and grow, and also do amazing stuffs like how to ask well-crafted questions, as well as the basics of HTML and also github which i had no prior knowledge of, but so far i have learnt how to create a repository as well as make commits, more importantly, the tasks has been engaging and all-inclusive.

Going further, i would love to learn more about HTML and CSS, and later on, javascript, as i aspire to become a website developer in future. One thing i would love to be improved is the pace of the classes, i feel they are two fast-paced for newbies like us,","Html, Css, Javascript, Start.ng",my-startng-experience-91a,8/26/2019 13:34,8/28/2019 12:30,,,,
146,1825,My HTML task on Slack.ng,"**its been very tasking trying to complete the various task with respect to time. The task on HTML is really brainstorming and it has exposed me to a little of web development. i had little limitations due to unavailability of a Laptop..**.
================================================================================================================================================================================================================================================

  

  

![](/storage/1825/images/img-tqjgce1eqi.png)

  

![](/storage/1825/images/img-4sb58y9wfu.png)

  

![](/storage/1825/images/img-sentp9lyuw.png)",@Startdotng,my-html-task-on-slackng-f7d,8/26/2019 13:45,8/28/2019 12:30,1,,,
147,2185,the learning process,"THE THINGS I LEARNT

 how to setup slack account with the help of startng and slack guide 

how to make create a blog on blogger.com

i learned to create my first post and linking of a text to another page

i also leant how to create a Doc,Spreadsheet. etc.

i got to know certain websites i've never heard of and their fuctions 

e.g pivotaltracker ,cloudinary,github.com ,lucid

 WHAT I WISH TO LEARN

Coding

develope a mobile application

frontend 

backend

WHAT I WISH TSHOULD BE IMPROVED

Website experience is not so glorious for those who are not using The mobile app.",Technology,the-learning-process-d77,8/26/2019 14:01,8/28/2019 12:30,,,,
148,421,My HNG Internship Journey,"<p>It's only been a couple of days since I enrolled in the <a href=""https://hng.tech/"">HNG Internship Program</a> and it already feels like one of the best decisions I've ever made.</p>
<p>It's been a very interesting couple of days filled with networking, fun, and of course, learning...",Technology,my-hng-internship-journey-a02,8/26/2019 14:02,8/28/2019 12:30,,,,
149,799,StartNG 6 Internship Update,"<p>StartNG internship started on proper Monday 19th August 2019, and so far so good. The remote Information Technology internship and training has been so interesting and exciting.</p>
<p>so far I have learnt how to</p>
<p>1...",,startng-6-internship-update-389,8/26/2019 14:03,8/28/2019 12:30,,,,
150,799,World of digitization,<p>This is the world of digitization</p>,,world-of-digitization-b0a,8/26/2019 14:03,8/28/2019 12:30,,,,
151,2202,"Start NG: what have learnt so far, wish to still learn and what to be improved on","So far I have learnt a few things in python like writing a function, importing, zens of python e.t.c

  

I wish to learn more deep things in machine learning as well as python

  

I wish the aspect of sending the tasks should be improved. Thanks",,start-ng-what-have-learnt-so-far-wish-to-still-learn-and-what-to-be-improved-on-ef9,8/26/2019 14:15,8/28/2019 12:30,,,,
152,2186,Task 2 my Experience,"<p>This task was not easy for me , because am new in HTML but not with standing it has made me stronger reason because i almost gave up . with the fact i dont have a laptop all the same am happy am moving forward and in for more challenges am not giving up...","Technology, Image, learning, html",task-2-my-experience-c68,8/26/2019 14:22,8/28/2019 12:30,ejindum/images/img-nk5wna8zc7.png,,,
153,2186,"
what you wish should be improved.
",<p>Nothing much for now</p>,,what-you-wish-should-be-improved-c00,8/26/2019 14:22,8/28/2019 12:30,,,,
154,2186,what you have learned so far,"<p>How to create a blog,how to make use of Google doc,sheet,</p>",,what-you-have-learned-so-far-419,8/26/2019 14:22,8/28/2019 12:30,,,,
155,2186,"
what you wish to still learn
",<p>Wish to learn a lot just name it</p>,,what-you-wish-to-still-learn-65f,8/26/2019 14:22,8/28/2019 12:30,,,,
156,1517,LEARNING HTML,"<p>My experience so far at StartNg has been amazing! I stated in my previous post that the HTML class was lit, well..., in this post I’ll get to give the full gist about the class, sha not everything, but at least the nitty-gritty...",,learning-html-91e,8/26/2019 14:25,8/28/2019 12:30,nnennaanyadike/images/img-itn0ios3al.png,,,
157,1517,LEARNING HTML,"<p>My experience so far at StartNg has been amazing!!!. I stated in my previous post that the HTML class was lit, well..., in this post i'll get to give the full gist about the class, not everything oo, but at least the nitty gritty...",,learning-html-91e,8/26/2019 14:25,8/28/2019 12:30,,,,
158,1517,THE JOURNEY SO FAR...,"<p>The thought of trying out something new can be really exciting and thrilling, but there's also the fear of the unknown, and that little voice that keeps saying &quot;you are not good enough&quot;.</p>
<p>Notwithstanding my fears, my experience so far has been wonderful, especially with the Organizers and Tutors being strict and trying their best to maintain decorum on the platform...",,the-journey-so-far-6b1,8/26/2019 14:25,8/28/2019 12:30,,,,
159,2153,How far we can go with just HTML,![](/storage/2153/images/img-xlumioylxs.png)As a prerequisite for diving into the world of Web Development HTML is the fundamental technology or skill to acquire in the beginner stage.Knowing that I've gotten myself acquainted with it and above is my work with just HTML.,,how-far-we-can-go-with-just-html-15f,8/26/2019 14:29,8/28/2019 12:30,1,,,
160,2207,My coding story,I've so far learnt HTML5 and CSS3 to a reasonable level and I'm looking forward to mastering Javascript. Working towards being a renowned full stack developer in the very near future. Save my name : wizard Calidad,,my-coding-story-128,8/26/2019 14:33,8/28/2019 12:30,,,,
161,218,Zero To Hero In HTML: The Journey Continues,"<p>As UnicoDeveloper always tweet:</p>
<p><strong>Every new day is another opportunity to become a Programmer</strong></p>
<p>The second class, another class towards becoming a developer, is based on learning HTML and everything was somehow weird while in the class...",,zero-to-hero-in-html-the-journey-continues-7e1,8/26/2019 14:35,8/28/2019 12:30,aphatheology/images/img-mk0kxgundj.png,,,
162,218,Zero To Hero In HTML: The Journey Continues,"<p>As UnicoDeveloper always tweet:</p>
<p><strong>Every new day is another opportunity to become a Programmer</strong></p>
<p>The second class, another class towards becoming a developer, is based on learning HTML and everything was somehow weird while in the class...",,zero-to-hero-in-html-the-journey-continues-7e1,8/26/2019 14:35,8/28/2019 12:30,aphatheology/images/img-2c63vz17w2.png,,,
163,218,Zero To Hero In HTML: The Journey Continues,"<p>As UnicoDeveloper always tweet:</p>
<blockquote>
<p>Every new day is another opportunity to become a Programmer</p>
</blockquote>
<p>The second class is based on learning HTML and everything was somehow weird while in the class...",,zero-to-hero-in-html-the-journey-continues-7e1,8/26/2019 14:35,8/28/2019 12:30,aphatheology/images/img-hqfpqqpzt9.png,,,
164,218,HNG Pre-internship: A Helping Hand Towards Becoming A Developer,"<blockquote>
<p>Hello World!</p>
</blockquote>
<p>I guess that's how developer greet one another.</p>
<p>Sincerely, only a newbie can understand how anxious I was towards the beginning of the program. The mini-tasks, instructions and networking was really amazing...","Technology, StartNG, HNG Pre-internship",hng-pre-internship-a-helping-hand-towards-becoming-a-developer-23c,8/26/2019 14:35,8/28/2019 12:30,,,,
165,218,Lucid Interface: An example of how programmers are making things easy,"<p>Hello World!</p>
<p>I'm one of the numerous interns that apply for the <strong>HNG Pre-internship</strong> which is also my first serious step into programming.</p>
<p>Starting from the Slack App we are using, I noticed how the programmers behind it must have work tirelessly to ensure we don't have to stress our self to use the app...","Technology, StartNG, HNG Internship, Aphatheology",lucid-interface-an-example-of-how-programmers-are-making-things-easy-57c,8/26/2019 14:35,8/28/2019 12:30,,,,
166,2208,MY FIRST SOFTWARE DEVELOPMENT TASK,"I have learnt how to create a blog and link it to other sites; work on google document and sheets; create several accounts in different platforms which I will be glad to explore as time goes on. However, I will be very happy to learn more on HTML, CSS, PYTHON and other useful software development basis.",,my-first-software-development-task-a14,8/26/2019 14:40,8/28/2019 12:30,,,,
167,1825,What I Have Learned So Far,"<p>I have learned how to build a CV using html and html 5. I learned about the use of <a href=""https://developer.mozilla.org/en-US/docs/Web/HTML/Element"">semantic elements</a>. Below are steps that can help you in building CV using only HTML...",,what-i-have-learned-so-far-9be,8/26/2019 14:41,8/28/2019 12:30,chibueze.favour.o/images/img-t3w6xwex60.jpeg,,,
168,1825,My StartNG Pre-internship Journey,"<p>I applied for the Internship program to have in depth knowledge of Software Development, front-end development to be precise.</p>
<p>My tech journey started out this year with passion for software development...",,my-startng-pre-internship-journey-d76,8/26/2019 14:41,8/28/2019 12:30,,,,
169,1413,"Do not say how was your night, it's a wrong English","<p>Stop Asking People 'How Was Your Night', It Is Wrong English by darling4real1: 8:31am On Aug 15</p>
<p>I TRULY DON'T ANSWER THIS!!</p>
<p>*Do you know that asking a person “How was your night?” is wrong?*</p>
<p>Well, if you didn’t know it until today, get to know with the help of Edward E Onoriode who shared the update on his Facebook wall...",,do-not-say-how-was-your-night-its-a-wrong-english-b62,8/26/2019 14:42,8/28/2019 12:30,,,,
170,634,Task 2: It just got interesting!u,"<p>So I got to play around with html. Got to create headers, use tags, add attributes and suddenly I feel like a geek.</p>
<p>I just wonder how much stress I would have saved myself if I had taken steps to learn these concepts earlier...",,task-2-it-just-got-interestingu-19a,8/26/2019 14:48,8/28/2019 12:30,mogbitseo/images/img-ap8o1ml8wx.jpeg,,,
171,634,Start Journey so Far!,"<p>What I have learned so far: I have been able to create an account on GitHub (and my first repo), a pivotal account, cloudinary account, written a blog and several lucid posts. About Lucid, the registration process was simple enough but left a lot to be desired in terms of security (no verification), only one sign up option is available, and many functionalities like video are yet to go live...",,start-journey-so-far-b5e,8/26/2019 14:48,8/28/2019 12:30,,,,
172,634,About bold positivity,<p>Why shall I shy? Cos shy ain't me!</p>,,about-bold-positivity-320,8/26/2019 14:48,8/28/2019 12:30,,,,
173,1089,My Start.Ng Journey,"<h1>The Beginning</h1>
<p>I have always wanted to find a structured place where I can start my journey as a Software Developer. All I could do was to watch tutorials online and try out some coding. I have learned a little HTML and CSS...",,my-startng-journey-c81,8/26/2019 14:54,8/28/2019 12:30,,,,
174,1413,Police in Ogun arrested three highway robbery gang,"The police in Ogun State have arrested three suspected highway robbers alleged to have terrorised Odogbolu/Ijebu-Ode Expressway.

  

Johnson Afokolu, Victor Michael and Jacob Usang were arrested on Saturday morning by a police patrol team that saw them allegedly taking position to attack early travellers.

  

The suspects were said to have attempted to flee when they sighted the policemen but were chased and apprehended.

  

It was gathered that a toy gun, knife, phones, substances suspected to be Marijuana, military accoutrements and torches were from them.

  

“They confessed to have been responsible for most armed robbery cases in the area and that other members of the gang usually joined them on special operations,” said police spokesman Abimbola Oyeyemi, a Deputy Superintendent (DSP).

  

He said the Commissioner of Police Bashir Makama has ordered the immediate transfer of the suspects to the Special Anti-Robbery Squad (SARS) for discreet investigation while massive manhunt for their accomplices have commenced.",News-Lifestyle,police-in-ogun-arrested-three-highway-robbery-gang-096,8/26/2019 14:56,8/28/2019 12:30,,,,
175,403,My first Post while on StartNG pre-internship.,"Hello world! What can I say about my experience so far in the pre-internship? First what do I know about the StartNG re-internship? Its a remote program hosted by HNG, to help train professional developers in Front-end, back-end, machine learning, digital skills, amongst others. So far so good I am going through some tasks to enable me learn a little in digital skills.

I already have a little experience in working remotely, as i am a self taught Developer working as a UI/UX Developer. The thing is I want to relearn some of the things I started out with, get back to the basics, these days we lose touch with what is really important when trying to reach a set goal. And sometimes skip important lessons.

There were some questions asked by different mentors in the groups in the form of games in which getting it right earns you a reward. That is a plus. Those that don't get the answer fast enough or don't answer at all pick up one or two things from what others have dropped. I am learning a little more on tweeting and blogging.

It isn't easy to handle a bunch of us learners with our questions, our unintended ungrateful retorts and assumptions. I believe there is always room to improve when it comes to imparting knowledge, so far the whole team is doing good managing us on the slack group. I believe we should always try to reach out to more and more people and teach them all these things as startng/HNG are.

I think the the lucid platform is a nice piece of work though it is progressing a little slowly. I saw a post from Mentor Mark Essien earlier, stating that laravel developers can join in the project in order to improve on it. also the #lucid\_feedback channel in slack is available for feedback on the platform.

I am grateful to be in this platform reading refreshing questions and relative answers that help ground me even further in what i still believe I am great at.",,my-first-post-while-on-startng-pre-internship-cf8,8/26/2019 15:01,8/28/2019 12:30,,,,
176,550,Another update from your starry-eyed programmer: Creating a CV with HTML only,"<p>Starting as a beginner in the HNG pre-internship is like a two-edged sword. One where you are elated and overjoyed with the progress you make at every task and the other where you feel intimidated by experienced people and say to yourself &quot;Will I ever get here?&quot; Anyway, I choose to be elated at every task I complete...","HTML, CV, INTERNSHIP, HNG",another-update-from-your-starry-eyed-programmer-creating-a-cv-with-html-only-3ce,8/26/2019 15:02,8/28/2019 12:30,eferhamamus/images/img-etfsz2aaz0.png,,,
177,550,Another update from your starry-eyed programmer: Creating a CV with HTML only,"<p>Starting as a beginner in the HNG pre-internship is like a two-edged sword. One where you are elated and overjoyed with the progress you make at every task and the other where you feel intimidated by experienced people and say to yourself &quot;Will I ever get here?&quot; Anyway, I choose to be elated at every task I complete...","HTML, CV, INTERNSHIP, HNG",another-update-from-your-starry-eyed-programmer-creating-a-cv-with-html-only-3ce,8/26/2019 15:02,8/28/2019 12:30,eferhamamus/images/img-sl0yluijjo.png,,,
178,550,Another update from your starry-eyed programmer: Creating a CV with HTML only,"<p>Starting as a beginner in the HNG pre-internship is like a two-edged sword. One where you are elated and overjoyed with the progress you make at every task and the other where you feel intimidated by experienced people and say to yourself &quot;Will I ever get here?&quot; Anyway, I choose to be elated at every task I complete...",,another-update-from-your-starry-eyed-programmer-creating-a-cv-with-html-only-3ce,8/26/2019 15:02,8/28/2019 12:30,eferhamamus/images/img-fiwxzaxh4g.png,,,
179,550,My EXPERIENCE WITH START.NG INTERNSHIP,"<p>I started this journey with determination and grit to succeed. I guess I should start with how I joined HNG Internship 5 last year. To God to be Glory I was part of the students that went AWOL. I could not understand Slack app, let alone instructions and technical words that were being thrown around...",education,my-experience-with-startng-internship-84b,8/26/2019 15:02,8/28/2019 12:30,,,,
180,550,I know how to hyperlink,"<p><a href=""Timbu.com"">Timbu.com/italy</a></p>",,i-know-how-to-hyperlink-b8a,8/26/2019 15:02,8/28/2019 12:30,,,,
181,550,Visiting Italy for the first time?,"<p>Folks would agree with me that Italy is a must see on your tour of Europe. It's a country loved by tourists for it's art, music, festivals, architecture and of course food. Who doesn't want to try out their famous lasagna 😋...",Travel,visiting-italy-for-the-first-time-d92,8/26/2019 15:02,8/28/2019 12:30,,,,
182,298,Journey So Far,"<p>This pre-internship have made me learn about backlinks, website testing, the use of HTML5, CSS3, GitHub. I have alo learnt how to ask more quality questions on google. I just pushed my resume made using only HTML on github, it was fun making it withhout using CSS for styling...",,journey-so-far-7b1,8/26/2019 15:08,8/28/2019 12:30,raphaelnagato19/images/img-lbo64qow2v.png,,,
183,298,Journey so Far,"<p>This pre-internship have made me learn about backlinks, website testing, the use of HTML5, CSS3, GitHub. I have alo learnt how to ask more quality questions on google. I just pushed my resume made using only HTML on github, it was fun making it withhout using CSS for styling...",,journey-so-far-7b1,8/26/2019 15:08,8/28/2019 12:30,raphaelnagato19/images/img-okvjh7ep4c.png,,,
184,298,Start.ng Pre internship,"<p>I have learnt about backlinks and website testing. I would love to learn how a software project is carried out within a team.</p>
<p>The interaction between mentors and interns would be more profitable if we the interns are splitted into teams...",,startng-pre-internship-6d4,8/26/2019 15:08,8/28/2019 12:30,,,,
185,298,First Post,"<p>nice UI , some broken links though</p>",,first-post-bbf,8/26/2019 15:08,8/28/2019 12:30,,,,
186,2217,My experience in HNR internship,"<p>It is a great opportunity for me to be among the participant of the HNR internship of this 2019 edition.</p>
<p>My experienced so far, it's a great a challenge for me to build something (resume) with only HTML and without CSS and JavaScript...",,my-experience-in-hnr-internship-687,8/26/2019 15:09,8/28/2019 12:30,,,,
187,2217,My Expertise.,"<p>I am front-end web developer,I am an expert in HTML, CSS and proficient in JavaScript. I need to increase my knowledge of JavaScript and I wish to dive to full mobile web developer. I will be glad if I can be helped...",,my-expertise-155,8/26/2019 15:09,8/28/2019 12:30,,,,
188,2217,My Expertise.,"<p>I am front-end web developer,I am an expert in HTML, CSS and proficient in JavaScript. I need to increase my knowledge of JavaScript and I wish to dive to full mobile web developer. I will be glad if I can be helped...",,my-expertise-155,8/26/2019 15:09,8/28/2019 12:30,,,,
189,2215,SLACK INTERNSHIP,"So far the experience with start.ng has been educational and intriguing, I really want to improve on my back and front end, and data science and also improve on my data analysis skills",,slack-internship-fd2,8/26/2019 15:12,8/28/2019 12:30,,,,
190,280,HTML - The Foundation of all Websites,"<p>The purpose of this article is to discuss what I have done so far, focusing on Html and using the picture attached as an example. Before I get started, I would like to say, that It's been teachings, interactions, tasks, so much learning here, at StartNg...",,html-the-foundation-of-all-websites-ffd,8/26/2019 15:21,8/28/2019 12:30,udenkwornkechi/images/img-ijflny7hel.png,,,
191,280,HTML - Structure of every Website.,"<h3>The purpose of this article is to discuss what I have done so far, focusing on Html and using the picture attached as an example. Before I get started, I would like to say, that It's been teachings, interactions, tasks, so much learning here, at StartNg...",,html-structure-of-every-website-07e,8/26/2019 15:21,8/28/2019 12:30,udenkwornkechi/images/img-5fn233wu2u.png,,,
192,280,Difficulty posting my article(Not Important - Random post),"<h3>I have been having trouble posting my article with a picture. So thought to make a random post to ascertain what the problem is.</h3>
<h3></h3>
<h3></h3>",,difficulty-posting-my-articlenot-important-random-post-587,8/26/2019 15:21,8/28/2019 12:30,,,,
193,280,My experience and what I have learnt so far.,"<p>“LEARNING IS NOT ATTAINED BY CHANCE, IT MUST BE SOUGHT FOR WITH ARDOR AND ATTENDED TO WITH DILIGENCE.” ―ABIGAIL ADAMS</p>
<p>The worst disservice I can do to myself is to assume, that I know everything or make myself not teachable...",,my-experience-and-what-i-have-learnt-so-far-6b4,8/26/2019 15:21,8/28/2019 12:30,,,,
194,280,First Day!,"<p>You know that feeling you get first time on a Job or first day of school..... The excitement, anxiety, trepidation etc. It's the first official class of start.ng Pre-internship, and boy! I feel all type of way...",,first-day-f51,8/26/2019 15:21,8/28/2019 12:30,,,,
195,280,Self Doubt.,"<p>Do you ever doubt yourself, your ability, your work?. Do you ever feel overwhelmed on this journey of ours - becoming a Software/Web developer?. If yes, i would say to you &quot;Hang in there, keep pushing...",,self-doubt-b6a,8/26/2019 15:21,8/28/2019 12:30,,,,
196,1840,My Curriculum Vitae,"<h2><strong>Technology Learnt</strong></h2>
<p>I was able to create my curriculum vitae with <a href=""https://en.wikipedia.org/wiki/html"">HTML</a>(Hypertext Markup Language) without using <a href=""https://en...",Technology,my-curriculum-vitae-5ba,8/26/2019 15:25,8/28/2019 12:30,stephenajoses/images/img-bm1uspanqj.png,,,
